"","player_id","n","firstName","lastName","nationality","birthCity","primaryPosition","birthDate","link","Games_Played","Points_per_Game"
"36",8471218,650,"Blake","Wheeler","USA","Plymouth","RW",1986-08-31,"/api/v1/people/8471218",716,0.907821229050279
"37",8473548,700,"Phil","Kessel","USA","Madison","RW",1987-10-02,"/api/v1/people/8473548",773,0.905562742561449
"38",8471685,680,"Anze","Kopitar","SVN","Jesenice","C",1987-08-24,"/api/v1/people/8471685",753,0.903054448871182
"39",8478010,223,"Brayden","Point","CAN","Calgary","C",1996-03-13,"/api/v1/people/8478010",248,0.899193548387097
"40",8473604,658,"Jonathan","Toews","CAN","Winnipeg","C",1988-04-29,"/api/v1/people/8473604",734,0.896457765667575
"41",8478420,228,"Mikko","Rantanen","FIN","Nousiainen","RW",1996-10-29,"/api/v1/people/8478420",256,0.890625
"42",8471228,232,"Alexander","Radulov","RUS","Nizhny Tagil","RW",1986-07-05,"/api/v1/people/8471228",263,0.88212927756654
"43",8470794,674,"Joe","Pavelski","USA","Plover","C",1984-07-11,"/api/v1/people/8470794",773,0.871927554980595
"44",8477493,359,"Aleksander","Barkov","FIN","Tampere","C",1995-09-02,"/api/v1/people/8477493",414,0.867149758454106
"45",8475794,626,"Tyler","Seguin","CAN","Brampton","C",1992-01-31,"/api/v1/people/8475794",724,0.864640883977901
"46",8478444,119,"Brock","Boeser","USA","Burnsville","RW",1997-02-25,"/api/v1/people/8478444",138,0.86231884057971
"47",8469454,243,"Ilya","Kovalchuk","RUS","Tver","LW",1983-04-15,"/api/v1/people/8469454",282,0.861702127659574
"48",8475765,476,"Vladimir","Tarasenko","RUS","Yaroslavl","RW",1991-12-13,"/api/v1/people/8475765",556,0.856115107913669
"49",8473419,645,"Brad","Marchand","CAN","Halifax","LW",1988-05-11,"/api/v1/people/8473419",763,0.845347313237221
"50",8476460,396,"Mark","Scheifele","CAN","Kitchener","C",1993-03-15,"/api/v1/people/8476460",469,0.844349680170576
"51",8474578,571,"Erik","Karlsson","SWE","Landsbro","D",1990-05-31,"/api/v1/people/8474578",677,0.843426883308715
"52",8474053,613,"Logan","Couture","CAN","Guelph","C",1989-03-28,"/api/v1/people/8474053",732,0.837431693989071
"53",8468083,511,"Henrik","Zetterberg","SWE","Njurunda","LW",1980-10-09,"/api/v1/people/8468083",614,0.832247557003257
"54",8466138,610,"Joe","Thornton","CAN","London","C",1979-07-02,"/api/v1/people/8466138",734,0.831062670299727
"55",8467876,523,"Henrik","Sedin","SWE","Ornskoldsvik","C",1980-09-26,"/api/v1/people/8467876",630,0.83015873015873
"56",8470638,624,"Patrice","Bergeron","CAN","Ancienne-Lorette","C",1985-07-24,"/api/v1/people/8470638",752,0.829787234042553
"57",8478427,211,"Sebastian","Aho","FIN","Rauma","RW",1997-07-26,"/api/v1/people/8478427",255,0.827450980392157
"58",8475913,343,"Mark","Stone","CAN","Winnipeg","RW",1992-05-13,"/api/v1/people/8475913",415,0.826506024096386
"59",8475744,400,"Evgeny","Kuznetsov","RUS","Chelyabinsk","C",1992-05-19,"/api/v1/people/8475744",484,0.826446280991736
"60",8477404,200,"Jake","Guentzel","USA","Omaha","C",1994-10-06,"/api/v1/people/8477404",242,0.826446280991736
"61",8470621,564,"Corey","Perry","CAN","Peterborough","RW",1985-05-16,"/api/v1/people/8470621",686,0.822157434402332
"62",8467875,515,"Daniel","Sedin","SWE","Ornskoldsvik","LW",1980-09-26,"/api/v1/people/8467875",627,0.821371610845295
"63",8474161,574,"Jakub","Voracek","CZE","Kladno","RW",1989-08-15,"/api/v1/people/8474161",712,0.806179775280899
"64",8468434,108,"Andy","McDonald","CAN","Strathroy","LW",1977-08-25,"/api/v1/people/8468434",134,0.805970149253731
"65",8471724,481,"Kris","Letang","CAN","Montreal","D",1987-04-24,"/api/v1/people/8471724",606,0.793729372937294
"66",8479339,204,"Patrik","Laine","FIN","Tampere","RW",1998-04-19,"/api/v1/people/8479339",258,0.790697674418605
"67",8470610,467,"Zach","Parise","USA","Minneapolis","LW",1984-07-28,"/api/v1/people/8470610",593,0.78752107925801
"68",8479337,129,"Alex","DeBrincat","USA","Farmington Hills","RW",1997-12-18,"/api/v1/people/8479337",164,0.786585365853659
"69",8479314,180,"Matthew","Tkachuk","USA","Scottsdale","LW",1997-12-11,"/api/v1/people/8479314",229,0.786026200873362
"70",8471276,571,"David","Krejci","CZE","Sternberk","C",1986-04-28,"/api/v1/people/8471276",727,0.785419532324622
"71",8477497,378,"Sean","Monahan","CAN","Brampton","C",1994-10-12,"/api/v1/people/8477497",482,0.784232365145228
"72",8476456,367,"Jonathan","Huberdeau","CAN","Saint-Jerome","LW",1993-06-04,"/api/v1/people/8476456",468,0.784188034188034
"73",8475168,514,"Matt","Duchene","CAN","Haliburton","C",1991-01-16,"/api/v1/people/8475168",656,0.783536585365854
"74",8470595,545,"Eric","Staal","CAN","Thunder Bay","C",1984-10-29,"/api/v1/people/8470595",701,0.777460770328103
"75",8476887,350,"Filip","Forsberg","SWE","Ostervala","LW",1994-08-13,"/api/v1/people/8476887",453,0.772626931567329
"76",8470613,570,"Brent","Burns","CAN","Barrie","D",1985-03-09,"/api/v1/people/8470613",744,0.766129032258065
"77",8470598,512,"Thomas","Vanek","AUT","Vienna","LW",1984-01-19,"/api/v1/people/8470598",673,0.760772659732541
"78",8474157,491,"Max","Pacioretty","USA","New Canaan","LW",1988-11-20,"/api/v1/people/8474157",647,0.758887171561051
"79",8471698,511,"T.J.","Oshie","USA","Everett","RW",1986-12-23,"/api/v1/people/8471698",676,0.755917159763314
"80",8458537,211,"Ray","Whitney","CAN","Fort Saskatchewan","LW",1972-05-08,"/api/v1/people/8458537",282,0.74822695035461
"81",8467338,259,"Alex","Tanguay","CAN","Ste-Justine","LW",1979-11-21,"/api/v1/people/8467338",348,0.744252873563218
"82",8457981,215,"Teemu","Selanne","FIN","Helsinki","RW",1970-07-03,"/api/v1/people/8457981",290,0.741379310344828
"83",8466148,411,"Marian","Hossa","SVK","Stará Lubovna","RW",1979-01-12,"/api/v1/people/8466148",555,0.740540540540541
"84",8474149,153,"Evgenii","Dadonov","RUS","Chelyabinsk","RW",1989-03-12,"/api/v1/people/8474149",207,0.739130434782609
"85",8474586,503,"Jordan","Eberle","CAN","Regina","C",1990-05-15,"/api/v1/people/8474586",681,0.738619676945668
"86",8460542,282,"Patrik","Elias","CZE","Trebic","C",1976-04-13,"/api/v1/people/8460542",382,0.738219895287958
"87",8475158,503,"Ryan","O'Reilly","CAN","Clinton","C",1991-02-07,"/api/v1/people/8475158",682,0.737536656891496
"88",8469455,462,"Jason","Spezza","CAN","Toronto","C",1983-06-13,"/api/v1/people/8469455",627,0.736842105263158
"89",8476539,230,"Jonathan","Marchessault","CAN","Cap-Rouge","C",1990-12-27,"/api/v1/people/8476539",314,0.732484076433121
"90",8476455,438,"Gabriel","Landeskog","SWE","Stockholm","LW",1992-11-23,"/api/v1/people/8476455",601,0.728785357737105
"91",8467371,374,"Mike","Ribeiro","CAN","Montreal","C",1980-02-10,"/api/v1/people/8467371",516,0.724806201550388
"92",8475692,418,"Mats","Zuccarello","NOR","Oslo","RW",1987-09-01,"/api/v1/people/8475692",578,0.72318339100346
"93",8469459,467,"Mikko","Koivu","FIN","Turku","C",1983-03-12,"/api/v1/people/8469459",646,0.722910216718266
"94",8462042,401,"Jarome","Iginla","CAN","Edmonton","RW",1977-07-01,"/api/v1/people/8462042",556,0.721223021582734
"95",8478398,143,"Kyle","Connor","USA","Shelby Twp.","LW",1996-12-09,"/api/v1/people/8478398",199,0.718592964824121
"96",8475793,460,"Ryan","Johansen","CAN","Vancouver","C",1992-07-31,"/api/v1/people/8475793",641,0.717628705148206
"97",8476454,393,"Ryan","Nugent-Hopkins","CAN","Burnaby","C",1993-04-12,"/api/v1/people/8476454",548,0.717153284671533
"98",8469544,434,"Patrick","Sharp","CAN","Winnipeg","LW",1981-12-27,"/api/v1/people/8469544",607,0.71499176276771
"99",8470604,481,"Jeff","Carter","CAN","London","C",1985-01-01,"/api/v1/people/8470604",673,0.714710252600297
"100",8471669,469,"Paul","Stastny","USA","Quebec City","C",1985-12-27,"/api/v1/people/8471669",658,0.712765957446808
"101",8470041,438,"Rick","Nash","CAN","Brampton","LW",1984-06-16,"/api/v1/people/8470041",621,0.705314009661836
"102",8480031,7,"Max","Comtois","CAN","Longueuil","LW",1999-01-08,"/api/v1/people/8480031",10,0.7
"103",8481433,7,"Taro","Hirose","CAN","Calgary","LW",1996-06-30,"/api/v1/people/8481433",10,0.7
"104",8468085,384,"Radim","Vrbata","CZE","Mlada Boleslav","RW",1981-06-13,"/api/v1/people/8468085",552,0.695652173913043
"105",8470257,453,"Alexander","Steen","SWE","Winnipeg","LW",1984-03-01,"/api/v1/people/8470257",653,0.693721286370597
"106",8479343,114,"Clayton","Keller","USA","Chesterfield","C",1998-07-29,"/api/v1/people/8479343",165,0.690909090909091
"107",8470834,433,"Dustin","Byfuglien","USA","Roseau","D",1985-03-27,"/api/v1/people/8470834",629,0.688394276629571
"108",8474884,307,"Mike","Hoffman","CAN","Kitchener","LW",1989-11-24,"/api/v1/people/8474884",446,0.688340807174888
"109",8475768,352,"Jaden","Schwartz","CAN","Wilcox","LW",1992-06-25,"/api/v1/people/8475768",513,0.686159844054581
"110",8460621,179,"Daniel","Alfredsson","SWE","Gothenburg","RW",1972-12-11,"/api/v1/people/8460621",261,0.685823754789272
"111",8471707,484,"James","Neal","CAN","Whitby","LW",1987-09-03,"/api/v1/people/8471707",710,0.68169014084507
"112",8476389,248,"Vincent","Trocheck","USA","Pittsburgh","C",1993-07-11,"/api/v1/people/8476389",364,0.681318681318681
"113",8467389,344,"Brad","Richards","CAN","Murray Hbr.","C",1980-05-02,"/api/v1/people/8467389",505,0.681188118811881
"114",8475906,264,"John","Klingberg","SWE","Gothenburg","D",1992-08-14,"/api/v1/people/8475906",388,0.680412371134021
"115",8469500,324,"Michael","Cammalleri","CAN","Toronto","C",1982-06-08,"/api/v1/people/8469500",477,0.679245283018868
"116",8477503,204,"Max","Domi","CAN","Winnipeg","LW",1995-03-02,"/api/v1/people/8477503",301,0.677740863787375
"117",8448208,335,"Jaromir","Jagr","CZE","Kladno","RW",1972-02-15,"/api/v1/people/8448208",495,0.676767676767677
"118",8471309,213,"Johan","Franzen","SWE","Vetlanda","RW",1979-12-23,"/api/v1/people/8471309",315,0.676190476190476
"119",8467856,50,"Brian","Rafalski","USA","Dearborn","D",1973-09-28,"/api/v1/people/8467856",74,0.675675675675676
"120",8470207,210,"Joffrey","Lupul","CAN","Fort Saskatchewan","LW",1983-09-23,"/api/v1/people/8470207",311,0.67524115755627
"121",8473412,437,"Bryan","Little","CAN","Edmonton","C",1987-11-12,"/api/v1/people/8473412",649,0.673343605546995
"122",8466139,525,"Patrick","Marleau","CAN","Aneroid","C",1979-09-15,"/api/v1/people/8466139",781,0.672215108834827
"123",8477939,172,"William","Nylander","SWE","Calgary","C",1996-05-01,"/api/v1/people/8477939",256,0.671875
"124",8475784,439,"Jeff","Skinner","CAN","Toronto","LW",1992-05-16,"/api/v1/people/8475784",654,0.671253822629969
"125",8469622,181,"Ryane","Clowe","CAN","St. John's","LW",1982-09-30,"/api/v1/people/8469622",270,0.67037037037037
"126",8476292,326,"Ondrej","Palat","CZE","Frydek-Mistek","LW",1991-03-28,"/api/v1/people/8476292",487,0.669404517453799
"127",8476459,344,"Mika","Zibanejad","SWE","Huddinge","C",1993-04-18,"/api/v1/people/8476459",515,0.667961165048544
"128",8480069,6,"Cale","Makar","CAN","Calgary","D",1998-10-30,"/api/v1/people/8480069",9,0.666666666666667
"129",8478109,4,"Victor","Olofsson","SWE","Ornskoldsvik","LW",1995-07-18,"/api/v1/people/8478109",6,0.666666666666667
"130",8473931,2,"Lee","Sweatt","USA","Elburn","D",1985-08-13,"/api/v1/people/8473931",3,0.666666666666667
"131",8478011,2,"Louie","Belpedio","USA","Skokie","D",1996-05-14,"/api/v1/people/8478011",3,0.666666666666667
"132",8471676,449,"Bobby","Ryan","USA","Cherry Hill","RW",1987-03-17,"/api/v1/people/8471676",674,0.666172106824926
"133",8474715,365,"Cam","Atkinson","USA","Riverside","RW",1989-06-05,"/api/v1/people/8474715",549,0.664845173041894
"134",8470201,317,"Jiri","Hudler","CZE","Olomouc","RW",1984-01-04,"/api/v1/people/8470201",477,0.664570230607966
"135",8474037,420,"James","van Riemsdyk","USA","Middletown","LW",1989-05-04,"/api/v1/people/8474037",632,0.664556962025316
"136",8474102,415,"David","Perron","CAN","Sherbrooke","LW",1988-05-28,"/api/v1/people/8474102",626,0.662939297124601
"137",8479400,119,"Pierre-Luc","Dubois","CAN","Ste-Agathe-Des-Monts","C",1998-06-24,"/api/v1/people/8479400",180,0.661111111111111
"138",8474613,500,"Derek","Stepan","USA","Hastings","C",1990-06-18,"/api/v1/people/8474613",759,0.658761528326746
"139",8470120,225,"Alexander","Semin","RUS","Krasnojarsk","RW",1984-03-03,"/api/v1/people/8470120",342,0.657894736842105
"140",8474870,349,"Tyler","Johnson","USA","Spokane","C",1990-07-29,"/api/v1/people/8474870",531,0.657250470809793
"141",8469506,465,"Jason","Pominville","USA","Repentigny","RW",1982-11-30,"/api/v1/people/8469506",708,0.656779661016949
"142",8473449,403,"Kyle","Okposo","USA","St. Paul","RW",1988-04-16,"/api/v1/people/8473449",614,0.656351791530945
"143",8475798,337,"Mikael","Granlund","FIN","Oulu","RW",1992-02-26,"/api/v1/people/8475798",514,0.655642023346304
"144",8477946,210,"Dylan","Larkin","USA","Waterford","C",1996-07-30,"/api/v1/people/8477946",321,0.654205607476635
"145",8468483,331,"Marian","Gaborik","SVK","Trencin","RW",1982-02-14,"/api/v1/people/8468483",506,0.654150197628458
"146",8470596,159,"Nathan","Horton","CAN","Welland","RW",1985-05-29,"/api/v1/people/8470596",246,0.646341463414634
"147",8459492,106,"Vinny","Prospal","CZE","Ceské Budejovice","LW",1975-02-17,"/api/v1/people/8459492",164,0.646341463414634
"148",8471217,405,"Andrew","Ladd","CAN","Maple Ridge","LW",1985-12-12,"/api/v1/people/8471217",630,0.642857142857143
"149",8475167,448,"Victor","Hedman","SWE","Ornskoldsvik","D",1990-12-18,"/api/v1/people/8475167",697,0.642754662840746
"150",8468508,512,"Justin","Williams","CAN","Cobourg","RW",1981-10-04,"/api/v1/people/8468508",797,0.642409033877039
"151",8476792,335,"Torey","Krug","USA","Livonia","D",1991-04-12,"/api/v1/people/8476792",522,0.64176245210728
"152",8477940,202,"Nikolaj","Ehlers","DNK","Aalborg","LW",1996-02-14,"/api/v1/people/8477940",315,0.641269841269841
"153",8475169,385,"Evander","Kane","CAN","Vancouver","LW",1991-08-02,"/api/v1/people/8475169",602,0.63953488372093
"154",8475197,321,"Tyson","Barrie","CAN","Victoria","D",1991-07-26,"/api/v1/people/8475197",502,0.639442231075697
"155",8475172,365,"Nazem","Kadri","CAN","London","C",1990-10-06,"/api/v1/people/8475172",574,0.63588850174216
"156",8480801,45,"Brady","Tkachuk","USA","Scottsdale","LW",1999-09-16,"/api/v1/people/8480801",71,0.633802816901408
"157",8469707,304,"PA","Parenteau","CAN","Hull","RW",1983-03-24,"/api/v1/people/8469707",481,0.632016632016632
"158",8477933,207,"Sam","Reinhart","CAN","West Vancouver","C",1995-11-06,"/api/v1/people/8477933",328,0.63109756097561
"159",8470626,400,"Loui","Eriksson","SWE","Gothenburg","LW",1985-07-17,"/api/v1/people/8470626",635,0.62992125984252
"160",8474068,413,"Kyle","Turris","CAN","New Westminster","C",1989-08-14,"/api/v1/people/8474068",658,0.627659574468085
"161",8475170,394,"Brayden","Schenn","CAN","Saskatoon","C",1991-08-22,"/api/v1/people/8475170",630,0.625396825396825
"162",8475191,342,"Reilly","Smith","CAN","Mimico","RW",1991-04-01,"/api/v1/people/8475191",547,0.625228519195612
"163",8477494,213,"Jonathan","Drouin","CAN","Ste-Agathe","LW",1995-03-28,"/api/v1/people/8477494",341,0.624633431085044
"164",8476882,246,"Teuvo","Teravainen","FIN","Helsinki","LW",1994-09-11,"/api/v1/people/8476882",394,0.624365482233503
"165",8474056,450,"P.K.","Subban","CAN","Toronto","D",1989-05-13,"/api/v1/people/8474056",722,0.623268698060942
"166",8478440,66,"Dylan","Strome","CAN","Mississauga","C",1997-03-07,"/api/v1/people/8478440",106,0.622641509433962
"167",8471735,463,"Keith","Yandle","USA","Boston","D",1986-09-09,"/api/v1/people/8471735",745,0.621476510067114
"168",8477511,134,"Anthony","Mantha","CAN","Longueuil","RW",1994-09-16,"/api/v1/people/8477511",216,0.62037037037037
"169",8480002,96,"Nico","Hischier","CHE","Brig","C",1999-01-04,"/api/v1/people/8480002",155,0.619354838709677
"170",8478042,205,"Viktor","Arvidsson","SWE","Skellefteå","LW",1993-04-08,"/api/v1/people/8478042",331,0.619335347432024
"171",8476881,284,"Tomas","Hertl","CZE","Praha","C",1993-11-12,"/api/v1/people/8476881",459,0.618736383442266
"172",8476851,318,"Alex","Galchenyuk","USA","Milwaukee","C",1994-02-12,"/api/v1/people/8476851",514,0.618677042801556
"173",8471887,426,"Patric","Hornqvist","SWE","Sollentuna","RW",1987-01-01,"/api/v1/people/8471887",689,0.618287373004354
"174",8476483,260,"Rickard","Rakell","SWE","Sundbyberg","C",1993-05-05,"/api/v1/people/8476483",423,0.614657210401891
"175",8476826,126,"Yanni","Gourde","CAN","Saint-Narcisse","C",1991-12-15,"/api/v1/people/8476826",205,0.614634146341463
"176",8470616,413,"Ryan","Kesler","USA","Livonia","C",1984-08-31,"/api/v1/people/8470616",672,0.614583333333333
"177",8475098,410,"Tyler","Bozak","CAN","Regina","C",1986-03-19,"/api/v1/people/8475098",668,0.61377245508982
"178",8460577,111,"Milan","Hejduk","CZE","Usti","RW",1976-02-14,"/api/v1/people/8460577",181,0.613259668508287
"179",8457063,103,"Nicklas","Lidstrom","SWE","Vasteras","D",1970-04-28,"/api/v1/people/8457063",168,0.613095238095238
"180",8470667,227,"Clarke","MacArthur","CAN","Lloydminster","LW",1985-04-06,"/api/v1/people/8470667",372,0.610215053763441
"181",8474679,337,"Gustav","Nyquist","SWE","Halmstad","RW",1989-09-01,"/api/v1/people/8474679",553,0.609403254972875
"182",8478498,106,"Jake","DeBrusk","CAN","Edmonton","LW",1996-10-17,"/api/v1/people/8478498",174,0.609195402298851
"183",8467329,226,"Vincent","Lecavalier","CAN","Ile Bizard","C",1980-04-21,"/api/v1/people/8467329",371,0.609164420485175
"184",8476906,187,"Shayne","Gostisbehere","USA","Pembroke Pines","D",1993-04-20,"/api/v1/people/8476906",307,0.609120521172638
"185",8466393,189,"Pascal","Dupuis","CAN","Laval","RW",1979-04-07,"/api/v1/people/8466393",312,0.605769230769231
"186",8473533,356,"Jordan","Staal","CAN","Thunder Bay","C",1988-09-10,"/api/v1/people/8473533",588,0.605442176870748
"187",8470966,384,"Mark","Giordano","CAN","Toronto","D",1983-10-03,"/api/v1/people/8470966",638,0.601880877742947
"188",8458943,39,"Cory","Stillman","CAN","Peterborough","LW",1973-12-20,"/api/v1/people/8458943",65,0.6
"189",8480800,3,"Quinn","Hughes","USA","Orlando","D",1999-10-14,"/api/v1/people/8480800",5,0.6
"190",8477500,223,"Bo","Horvat","CAN","London","C",1995-04-05,"/api/v1/people/8477500",372,0.599462365591398
"191",8474190,429,"Wayne","Simmonds","CAN","Scarborough","RW",1988-08-26,"/api/v1/people/8474190",716,0.599162011173184
"192",8474600,377,"Roman","Josi","CHE","Bern","D",1990-06-01,"/api/v1/people/8474600",630,0.598412698412698
"193",8470144,412,"Frans","Nielsen","DNK","Herning","C",1984-04-24,"/api/v1/people/8470144",689,0.597968069666183
"194",8462038,303,"Shane","Doan","CAN","Halkirk","RW",1976-10-10,"/api/v1/people/8462038",507,0.597633136094675
"195",8478469,80,"Thomas","Chabot","CAN","Sainte-Marie","D",1997-01-30,"/api/v1/people/8478469",134,0.597014925373134
"196",8470642,385,"Shea","Weber","CAN","Sicamous","D",1985-08-14,"/api/v1/people/8470642",645,0.596899224806202
"197",8473962,288,"Teddy","Purcell","CAN","St. John's","LW",1985-09-08,"/api/v1/people/8473962",483,0.596273291925466
"198",8470655,427,"David","Backes","USA","Minneapolis","RW",1984-05-01,"/api/v1/people/8470655",717,0.595536959553696
"199",8473473,457,"Milan","Lucic","CAN","Vancouver","LW",1988-06-07,"/api/v1/people/8473473",768,0.595052083333333
"200",8474031,392,"Kevin","Shattenkirk","USA","New Rochelle","D",1989-01-29,"/api/v1/people/8474031",660,0.593939393939394
"201",8477496,268,"Elias","Lindholm","SWE","Boden","C",1994-12-02,"/api/v1/people/8477496",452,0.592920353982301
"202",8475314,256,"Anders","Lee","USA","Edina","LW",1990-07-03,"/api/v1/people/8475314",433,0.591224018475751
"203",8476461,354,"Sean","Couturier","CAN","Phoenix","C",1992-12-07,"/api/v1/people/8476461",600,0.59
"204",8470222,181,"James","Wisniewski","USA","Canton","D",1984-02-21,"/api/v1/people/8470222",307,0.58957654723127
"205",8470852,325,"Matt","Moulson","CAN","North York","LW",1983-11-01,"/api/v1/people/8470852",552,0.588768115942029
"206",8473544,442,"Derick","Brassard","CAN","Hull","C",1987-09-22,"/api/v1/people/8473544",752,0.587765957446808
"207",8474590,449,"John","Carlson","USA","Natick","D",1990-01-10,"/api/v1/people/8474590",764,0.587696335078534
"208",8468486,354,"Scott","Hartnell","CAN","Regina","LW",1982-04-18,"/api/v1/people/8468486",603,0.587064676616915
"209",8475848,308,"Brendan","Gallagher","CAN","Edmonton","RW",1992-05-06,"/api/v1/people/8475848",525,0.586666666666667
"210",8469638,344,"Jussi","Jokinen","FIN","Kalajoki","LW",1983-04-01,"/api/v1/people/8469638",587,0.58603066439523
"211",8475151,311,"Kyle","Palmieri","USA","Smithtown","RW",1991-02-01,"/api/v1/people/8475151",531,0.585687382297552
"212",8466181,24,"Kristian","Huselius","SWE","Osterhaninge","LW",1978-11-10,"/api/v1/people/8466181",41,0.585365853658537
"213",8469485,182,"Derek","Roy","CAN","Ottawa","C",1983-05-04,"/api/v1/people/8469485",311,0.585209003215434
"214",8474565,434,"Alex","Pietrangelo","CAN","King City","D",1990-01-18,"/api/v1/people/8474565",742,0.584905660377358
"215",8450725,62,"Mark","Recchi","CAN","Kamloops","RW",1968-02-01,"/api/v1/people/8450725",106,0.584905660377358
"216",8475763,242,"Kevin","Hayes","USA","Dorchester","C",1992-05-08,"/api/v1/people/8475763",414,0.584541062801932
"217",8470281,438,"Duncan","Keith","CAN","Winnipeg","D",1983-07-16,"/api/v1/people/8470281",754,0.580901856763926
"218",8469521,381,"Tomas","Plekanec","CZE","Kladno","C",1982-10-31,"/api/v1/people/8469521",658,0.5790273556231
"219",8468064,202,"Martin","Erat","CZE","Trebic","RW",1981-08-29,"/api/v1/people/8468064",349,0.578796561604584
"220",8476438,345,"Brandon","Saad","USA","Pittsburgh","LW",1992-10-27,"/api/v1/people/8476438",597,0.577889447236181
"221",8468482,177,"Dany","Heatley","CAN","Freiburg","LW",1981-01-21,"/api/v1/people/8468482",307,0.576547231270358
"222",8467899,147,"Martin","Havlat","CZE","Mlada Boleslav","RW",1981-04-19,"/api/v1/people/8467899",255,0.576470588235294
"223",8470543,427,"Chris","Kunitz","CAN","Regina","LW",1979-09-26,"/api/v1/people/8470543",741,0.576248313090418
"224",8464975,198,"Daniel","Briere","CAN","Gatineau","C",1977-10-06,"/api/v1/people/8464975",344,0.575581395348837
